Fecha Clase,Hora,Duracion Minutos,Alumno,Profesor,Idioma,Lugar,Ubicacion,Pago,Precio,Moneda,Temas
14-09-2000,12,58,DANILO TITCH,MARGE WAKEHAM,ESPAÑOL,ZOOM,Oursler Design,PAYPAL,21,DOLAR,
06-09-2000,18,48,DANIELLE NETT,PATTI CHIEFFO,ALEMAN,TEAMS,Stojanovic Cosmetics,BIZUM,27,EURO,
15-08-2000,15,56,ALVIN GAGNER,PAULENE PENSICK,INGLES,MEET,Jessamy Heavy Industries,TARJETA,21,EURO,
15-08-2000,14,53,SHANEL WICHROWSKI,MARGET MUEHL,INGLES,TEAMS,Shippee International,TRANSFERENCIA,24,EURO,
01-08-2000,10,56,JANEY FORNELL,MARGARETTE MIZWICKI,INGLES,ZOOM,Kantz Studios,CUPON,21,DOLAR,
28-07-2000,13,59,GUILLERMO REMSBURG,MARGET MUEHL,INGLES,TEAMS,Bekerman Heavy Industries,TRANSFERENCIA,21,EURO,
11-07-2000,11,54,KRISTINA LIVSHITS,PARKER MOREL,INGLES,DOMICILIO,Aucter Design,EFECTIVO,26,DOLAR,
01-07-2000,18,50,MARY KOSSEN,MARGE WAKEHAM,ESPAÑOL,ZOOM,Pinsky Pharmaceuticals,CUPON,26,DOLAR,
21-06-2000,16,55,OLIVER DAMOUR,MARGET MUEHL,INGLES,TEAMS,Leven Group,TARJETA,26,EURO,
09-06-2000,16,52,MARGO ALLEMOND,PARTICIA SUKHU,FRANCES,TEAMS,Binsfeld Group,TARJETA,26,EURO,
08-06-2000,19,54,SYLVIE KOLLMAN,MARYANN CHAMP,ITALIANO,MEET,Sawlivich International,TRANSFERENCIA,26,EURO,
17-05-2000,15,45,SUZANN BEARS,PARKER MOREL,INGLES,DOMICILIO,Laughery Company,EFECTIVO,21,DOLAR,
20-04-2000,13,50,ENOCH STRINI,PATRICE BECH,ITALIANO,ZOOM,Shackley Cosmetics,PAYPAL,28,DOLAR,
18-04-2000,14,45,ELDEN BUFTON,MARYANNE KARRO,ITALIANO,DOMICILIO,Bignell Company,EFECTIVO,20,DOLAR,
04-04-2000,18,52,PERRY SQUINES,MARGARITO CLELAND,ALEMAN,DOMICILIO,Old Group,CUPON,20,DOLAR,
02-04-2000,11,45,OTHA MURTON,VICTOR ACKEN,FRANCES,MEET,Vanderhorst Company,TRANSFERENCIA,27,EURO,
31-03-2000,17,58,MARGARITO CLELAND,MARYANN CHAMP,ITALIANO,MEET,Babino Pharmaceuticals,TARJETA,26,EURO,
31-03-2000,15,56,DARRICK LEAVENWORTH,PAUL KELCOURSE,ESPAÑOL,DOMICILIO,Reinholt Pharmaceuticals,PAYPAL,28,DOLAR,
17-03-2000,16,55,WILFRED WELCH,MARGARITO CLELAND,ALEMAN,DOMICILIO,Spellane Heavy Industries,CUPON,28,DOLAR,
17-03-2000,15,56,ANGELO CARREON,MARGIE OSPINA,ESPAÑOL,TEAMS,Whetzell Studios,TARJETA,21,EURO,
06-03-2000,10,54,MADALENE WEAVERS,MARGE WAKEHAM,ESPAÑOL,ZOOM,Nondorf and Sons,EFECTIVO,27,DOLAR,
23-01-2000,19,45,JARED SIETZ,PATTI CHIEFFO,ALEMAN,TEAMS,Barger Cosmetics,TARJETA,20,EURO,
22-01-2000,17,48,LLOYD SHACKLEY,PATIENCE CALDERSON,ALEMAN,MEET,Nesland Group,BIZUM,25,EURO,
